Date,Close,Open,High,Low,Vol.,Change %
"Jun 18, 2009",1927.35,1927.5,1940.77,1900.18,32.59M,0.06%
"Jun 17, 2009",1926.12,1989.93,1998.01,1915.4,64.74M,-2.65%
"Jun 16, 2009",1978.51,1974.14,2003.05,1961.24,29.83M,-1.35%
"Jun 15, 2009",2005.54,2029.58,2042.7,2005.37,36.69M,-1.75%
"Jun 12, 2009",2041.32,1996.87,2041.32,1980.74,39.47M,1.92%
"Jun 10, 2009",2002.85,2007.42,2014.92,1989.52,45.53M,2.19%
"Jun 09, 2009",1959.86,1931.47,1959.86,1926.42,52.10M,2.06%
"Jun 08, 2009",1920.28,1948.83,1950.15,1916.43,29.70M,-2.15%
"Jun 05, 2009",1962.39,1995.47,2013.41,1962.39,35.50M,-0.34%
"Jun 04, 2009",1969,1954.13,1977.09,1943.28,56.18M,1.61%
"Jun 03, 2009",1937.89,1979.02,1987.04,1937.89,55.35M,-1.57%
"Jun 02, 2009",1968.71,1909.06,1984.43,1900.18,46.15M,2.71%
"Jun 01, 2009",1916.76,1849.59,1916.76,1843.56,39.59M,6.35%
"May 29, 2009",1802.37,1833.86,1851.43,1801.06,74.44M,-0.66%
"May 28, 2009",1814.29,1840.82,1848.08,1814.29,50.07M,-1.69%
"May 27, 2009",1845.56,1835.44,1867.33,1833.89,63.70M,2.04%
"May 26, 2009",1808.68,1805.33,1815.27,1774.89,57.93M,0.42%
"May 25, 2009",1801.03,1828.21,1830.04,1788.45,40.01M,-0.75%
"May 22, 2009",1814.62,1833.94,1836.13,1800.99,34.75M,-0.86%
"May 21, 2009",1830.43,1853.44,1866.73,1829.79,54.91M,-2.60%
"May 20, 2009",1879.35,1883.46,1920.39,1875.51,94.95M,-0.20%
"May 19, 2009",1883.03,1879.9,1904.65,1859.72,78.78M,1.95%
"May 18, 2009",1846.99,1806.88,1846.99,1801.66,58.24M,2.04%
"May 15, 2009",1810.08,1833.08,1836.72,1800.92,41.63M,0.15%
"May 14, 2009",1807.35,1787.2,1817.89,1781.63,35.44M,-0.41%
"May 13, 2009",1814.78,1880.29,1885.12,1814.73,77.03M,-2.70%
"May 12, 2009",1865.18,1844.36,1877.29,1830.09,39.60M,2.23%
"May 11, 2009",1824.55,1849.56,1857.36,1803.16,39.97M,-1.22%
"May 08, 2009",1847.06,1864.52,1865.8,1820.93,81.43M,0.31%
"May 07, 2009",1841.33,1884.55,1904.18,1832.96,95.54M,-0.70%
"May 06, 2009",1854.31,1837.52,1895.84,1830.81,225.05M,-0.21%
"May 05, 2009",1858.27,1865.17,1893.56,1841.18,53.85M,-0.87%
"May 04, 2009",1874.53,1830.85,1880.45,1823.8,69.70M,4.23%
"Apr 30, 2009",1798.51,1776.1,1802.6,1776.1,69.02M,2.78%
"Apr 29, 2009",1749.82,1706.79,1759.09,1706.79,57.34M,3.75%
"Apr 28, 2009",1686.54,1702.27,1708.42,1673.54,49.54M,-3.06%
"Apr 27, 2009",1739.79,1738.83,1759.19,1724.83,28.47M,-1.56%
"Apr 24, 2009",1767.44,1714.18,1769.68,1711.93,70.20M,3.20%
"Apr 23, 2009",1712.65,1700.43,1735.98,1684.45,29.89M,1.02%
"Apr 22, 2009",1695.32,1664.02,1706.34,1649.81,47.56M,2.07%
"Apr 21, 2009",1660.91,1654.76,1686.8,1640.9,58.34M,0.22%
