Date,Close,Open,High,Low,Vol.,Change %
"May 23, 2013",18987.22,18791.13,19137.21,18772.69,-,-0.47%
"May 22, 2013",19076.4,18765.55,19170.11,18746.44,-,1.71%
"May 21, 2013",18756.4,18855.9,18855.9,18660.13,-,-0.12%
"May 17, 2013",18779.57,18718.25,18829.47,18702.01,-,0.03%
"May 16, 2013",18773.44,18651.77,18782.95,18581.67,-,0.86%
"May 15, 2013",18612.93,18739.94,18810.98,18549.77,-,-0.49%
"May 14, 2013",18704.01,18636.73,18716.41,18495.1,-,0.13%
"May 13, 2013",18680.1,18531.25,18691.3,18460.46,-,0.96%
"May 10, 2013",18503.07,18471.47,18529.06,18285.11,-,-0.11%
"May 09, 2013",18523.59,18522.63,18585.18,18366.13,-,0.35%
"May 08, 2013",18458.42,18562.17,18576,18458.42,-,-0.22%
"May 07, 2013",18499.1,18358.98,18556.96,18348.76,-,0.66%
"May 06, 2013",18378.3,18332.49,18408.89,18274.86,-,0.33%
"May 03, 2013",18318.68,18257.07,18387.66,18254.85,-,0.42%
"May 02, 2013",18241.61,18230.91,18363.68,18153.27,-,-0.24%
"Apr 30, 2013",18286.07,17951.54,18286.07,17951.54,-,2.02%
"Apr 29, 2013",17924.08,17936.29,17968.68,17851.86,-,0.35%
"Apr 26, 2013",17860.85,17955.27,17971.34,17814.33,-,-0.26%
"Apr 25, 2013",17907.59,17860.71,17962.24,17815.19,-,0.15%
"Apr 24, 2013",17880.56,17880.26,18011.59,17845.49,-,0.36%
"Apr 23, 2013",17815.69,17883.5,17946.86,17762.11,-,-0.32%
"Apr 22, 2013",17872.89,18190.32,18194.67,17872.89,-,-1.41%
"Apr 19, 2013",18128.36,17996.21,18128.36,17930.32,-,0.88%
"Apr 18, 2013",17969.97,18064.73,18130.51,17930.36,-,-0.51%
"Apr 17, 2013",18062.89,18122.19,18170.81,17973.95,-,0.02%
"Apr 16, 2013",18059.6,17968.3,18068.46,17920.27,-,0.84%
"Apr 15, 2013",17909.12,18191.27,18203.59,17846.75,-,-1.71%
"Apr 12, 2013",18219.96,18336.7,18408.65,18175.92,-,-1.04%
"Apr 11, 2013",18411.96,18277.96,18411.96,18268.99,-,0.79%
"Apr 10, 2013",18267.75,18301.71,18405.91,18267.75,-,-0.10%
"Apr 09, 2013",18285.94,18091.87,18285.94,18034.32,-,1.32%
"Apr 08, 2013",18048.51,18071.21,18176.93,18032.66,-,-0.04%
